Aks,Quintana Sinkings,2,49,127.72
"Dark Knight, The",Davita Samsworth,15,46,79.86
Pekka ja Pätkä Suezilla,Waverly Ebsworth,10,70,186.85
Sixtynine,Nelson Stanlack,16,67,119.98
"Hero: Love Story of a Spy, The",Gertrud Meeks,8,76,42.3
Carnosaur 3: Primal Species,Barnard Wem,4,75,155.33
51,Renato Rannigan,10,36,196.11
Solo,Hewitt Calbreath,12,59,220.81
Convoy,Elias Riddles,11,79,128.14
"Dog Problem, The",Hermie Rosterne,13,44,168.09
Car Bonus (Autobonus),Dani Karlolczak,15,63,134.95
Richard III,Merv Jeannet,12,21,92.27
How to Stop Being a Loser,Filippo Jurek,18,36,151.31
Pokrajina St.2,Almira Monaghan,20,70,41.33
"Secret of Kells, The",Etan Dainton,6,48,50.49
"Toll of the Sea, The",Everard Boggas,17,65,202.67
Bad Dreams,Dewie Sawl,13,75,35.89
"Maltese Falcon, The (a.k.a. Dangerous Female)",Monica Clemow,6,60,162.95
Blow Out,Nancie Potier,18,30,194.91
Sleepaway Camp,Burr Style,18,28,89.21
"Isle, The (Seom)",Carlene Lamba,19,67,190.78
"Killer, The (Die xue shuang xiong)",Alexandr Rame,2,37,103.35
Of Human Hearts,Cob Dumbrill,11,38,222.96
"White Balloon, The (Badkonake sefid)",Carolin Earle,19,62,83.5
Cheerful Weather for the Wedding,Rick Langeley,18,58,154.92
My Blueberry Nights,Tallie Cella,5,77,191.81
"Walk Softly, Stranger",Leese Wychard,16,77,124.06
Frownland,Laural Rusk,14,73,204.46
Scott Joplin,Maude Waszczykowski,2,55,221.6
Ike: Countdown to D-Day,Jorgan Barock,11,48,146.44
Hopscotch,Norrie Creeber,2,41,205.98
Contract Killers,Ruby Link,11,77,149.35
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Emlyn Challenor,5,66,73.49
10 minutes (10 minuta),Marni Tann,10,22,163.59
Anita,Killy Morales,3,52,222.39
"Good Day to Die Hard, A",Augustus Oty,4,64,101.35
"Big Sky, The",Janna Antonijevic,13,48,73.37
Broken,Zebulen Sawell,15,53,38.62
Bright Lights,Gwenette Edmund,16,55,107.6
Viva Villa!,Ros Whyteman,4,56,96.59
Jeopardy (a.k.a. A Woman in Jeopardy),Darrelle Kittley,6,66,54.9
"Big Sleep, The",Keri MacDearmid,3,20,115.61
Decision at Sundown,Scarlett Whipple,7,41,95.36
Yossi & Jagger,Tabby Arp,13,75,240.12
Of Love and Shadows,Olga Seery,18,73,221.16
Alligator Eyes,Meaghan Lowseley,19,61,134.97
Secrets of Eden,Shellie Flucker,14,62,94.4
Last Orders,Daveen Jakubovics,7,59,67.49
"Rat Savior, The (Izbavitelj)",Henriette Stiggles,8,55,45.23
Blood of Dracula,Edouard Bowkley,12,26,131.58
Megacities,Claudelle Prime,6,57,69.18
Paprika (Papurika),Ephrayim Skillett,8,61,54.1
Mudhoney,Allyn Cervantes,1,50,56.68
Gorko!,Kele Rushton,18,41,175.58
Mister Johnson,Noemi Gilardone,15,65,115.62
Shadow Dancer,Andee Thorn,14,74,64.1
Venus Beauty Institute (Vénus beauté),Edwina Craft,11,49,123.81
"Godfather, The",Osbourn Favelle,7,79,234.03
To Live and Die in L.A.,Zabrina Steedman,5,28,48.63
SLC Punk!,Shandra Wickrath,2,35,30.99
Flandres (Flanders),Jaquenetta Balstone,8,76,185.64
American Violet,Christoph Carlan,11,69,95.52
"Werewolf Boy, A (Neuk-dae-so-nyeon)",Adorne Van der Hoven,20,23,136.29
You Are the Apple of My Eye,Veronika Bouette,10,56,247.83
"Ugly, The",Riva Egle,9,28,198.74
Ghosts (Gespenster),Zelma Silly,12,50,174.34
Mountain Patrol (Kekexili),Flinn Sambedge,6,61,172.18
Freaky Friday,Merell Shearmur,2,60,66.98
My Life as a Dog (Mitt liv som hund),Gearard Witherow,2,33,191.83
"Prince of Egypt, The",Dell Vinick,12,68,182.29
War of the Worlds 2: The Next Wave,Peg Zoanetti,1,55,220.3
Totally F***ed Up,Priscella Critten,11,46,248.48
Solarbabies,Darya Roskelly,20,30,155.9
Kings of Recycling (Kierrätyksen kuninkaat),Ronnie Gouthier,2,49,200.66
Tartuffe (Herr Tartüff),Franklyn Tremlett,3,33,43.97
Death at a Funeral,Almire Lasslett,3,49,144.27
Blackmailed,Waylan Sebley,6,61,78.8
Life with Father,Katti Hamlen,3,75,246.4
This So-Called Disaster,Clea Pook,8,70,129.46
Much Ado About Nothing,Avrit De la Barre,2,26,155.16
Major Dundee,Hayden Manuely,19,45,122.95
"Italian, The (Italianetz)",Mercy Vineall,15,79,214.17
Chizuko's Younger Sister (Futari),Griffin Fright,10,47,80.74
All the King's Men,Cyb Girard,13,21,100.29
"Man Called Adam, A",Stinky Capini,16,51,49.15
Jubal,Alix Ternott,16,44,221.7
Marvel One-Shot: Item 47,Othella Harcombe,20,46,170.6
She,Hazlett MacElane,5,62,39.6
Sgt. Bilko,Ikey Gadd,13,79,189.1
Men in Black (a.k.a. MIB),Arnuad Coulter,19,71,246.11
"Mummy: Tomb of the Dragon Emperor, The",Dacey Kett,15,29,112.43
"Touch of Zen, A (Xia nu)",Quent Verriour,10,63,150.48
Mutantes,Tish Fraczek,10,54,132.3
Side Street,Antonie Paige,20,26,129.19
Scream 2,Pattin Beetles,4,67,55.99
Turkish Passion (La pasión turca),Alyda Sharple,11,39,192.62
Newsfront,Augy Winterson,14,29,30.13
Quartier Mozart,Trudi Skerratt,3,80,35.42
"Secret Glory, The",Gregorius Novkovic,11,33,33.89
Cool Air,Marybeth Toppes,15,47,37.39
To the Devil a Daughter,Minda State,5,46,169.33
Mr. Nanny,Westley Cancelier,1,36,122.91
"Three Musketeers, The",Julia Dyte,1,73,147.96
Stealing Beauty,Grady Norcliff,7,26,101.64
Behind Enemy Lines: Colombia (Behind Enemy Lines 3: Ghost Watch),Leann Lethabridge,20,58,183.72
Hot Millions,Sybil Menci,2,37,173.02
Radiohead: Meeting People Is Easy,Kalvin Brandreth,16,59,149.69
Brief Crossing (Brève traversée),Eydie Juliff,10,41,143.64
Back to the Future,Beniamino Blondin,4,31,140.52
"Ebola Syndrome, The (Yi boh laai beng duk)",Stefano Battson,2,30,224.27
Dance with a Stranger,Lia Antczak,16,72,152.74
Boat Trip,Edik Pepye,2,76,170.86
London to Brighton,Derrik Yerlett,19,62,108.57
River Queen,Emmye Ibbitson,19,73,164.29
Bulworth,Andeee Ochiltree,1,33,151.51
Haute Cuisine,Winny Tortis,11,52,225.31
Gone in 60 Seconds,Baxy Owain,1,43,118.75
Sunless (Sans Soleil),Martynne Skeldinge,14,54,151.16
Blindness,Ashla Gouge,7,40,97.66
"Aviator, The",Raeann Dufaur,8,23,249.62
Roberta,Rodolfo Prettyman,20,39,143.61
Naked Fear,Iago Alen,11,28,200.15
Trailer Park Boys,Cassaundra Boxhill,13,30,101.21
Noriko's Dinner Table (Noriko no shokutaku),Ursola Yateman,1,21,225.4
Applause (Applaus),Redd Dedman,18,56,111.34
Solitary Man,Rockey Lockey,2,58,42.48
Good Neighbours (a.k.a. Good Neighbors),Cullie Matuszyk,18,68,235.24
Speaking of Sex,Rinaldo Edrich,6,76,211.03
Walk of Shame,Agata Kissack,10,23,238.66
Sleeper,Diena Luebbert,8,39,180.15
Zachariah,Willetta Rowberry,5,70,100.67
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard),Cortie Toupe,8,78,188.55
A Home at the End of the World,Yolanda Beales,9,49,177.95
American Addict,Jeffry Noddles,19,58,215.59
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger),Barby Scahill,8,70,54.08
Sallah,Clayborne Yanez,15,25,74.63
"Entitled, The",Rowen Mattimoe,9,29,64.0
"Affairs of Anatol, The",Koren Ballinger,7,46,147.68
"Bachelor Weekend, The",Gardy Peile,18,73,131.19
Kaboom,Feliza Janiak,5,68,126.09
The Bloody Olive,Quinta Crecy,15,64,42.69
The Monkey King,Frederica Daniely,1,62,156.0
Crossing Delancey,Kai Barraclough,7,25,90.05
"Girl by the Lake, The (La ragazza del lago)",Nicoli Kainz,15,48,210.86
Hôtel du Nord,Desdemona Cryer,12,60,88.64
Grabbers,Yetta Kiggel,4,22,37.46
Abbott and Costello Meet Captain Kidd,Vivie Zanetti,16,38,44.97
Pretty Good for a Human (People Not as Bad as They Seem) (Aika hyvä ihmiseksi),Caril Brightey,7,79,212.42
Summer Lovers,Brandi Dast,14,80,192.81
Sextette,Emilia Corkel,16,65,100.87
Predictions of Fire (Prerokbe Ognja),Charmain Cherrie,11,34,73.38
8MM,Kylie Simson,14,58,109.4
"Red Tent, The (Krasnaya palatka)",Aurie Dawbery,15,74,143.54
5 Dolls for an August Moon (5 bambole per la luna d'agosto),Malcolm Cocksedge,7,38,79.44
Leave,Aeriell Russam,1,25,133.56
See What I'm Saying: The Deaf Entertainers Documentary,Zollie Peppard,17,23,32.16
All the Queen's Men,Timothee MacAndie,5,59,38.05
"Bird People in China, The (Chûgoku no chôjin)",Genevra Leguay,20,20,104.6
Lust for Life,Minor Skeemor,14,57,118.75
"Kingdom II, The (Riget II)",Brit Servante,13,38,207.34
Clay Pigeons,Conny Wearing,15,64,182.06
Big Pun: The Legacy,Berke O'Kelly,2,75,135.17
Passed Away,Loise Hoffmann,11,54,33.33
Paheli,Cornell Fairey,16,78,106.21
Ruhr,Amargo Dory,19,21,92.59
"Island of Dr. Moreau, The",Heindrick Cardwell,12,41,247.21
"Love Movie, The (Rakkauselokuva)",Sallie Fibbit,1,45,195.15
I Bury the Living,Shanta Craig,1,40,167.58
Guest House Paradiso,Rudd Mealham,17,59,31.37
Northwest Passage,Curr Chazelle,20,64,114.0
Hand Gun,Randell Rattery,3,64,86.92
The Anomaly,Windham Eannetta,20,60,94.01
Novo,Josey Tyrrell,8,52,33.85
Where the Wild Things Are,Sallee Drable,15,46,57.37
Dirty Work,Keven Legge,6,54,165.78
"Amityville Horror, The",Anet Yabsley,8,22,37.51
"Experience, The (Tadjrebeh)",Hedwig Ramlot,12,41,183.89
Blame (6 Films to Keep You Awake) (Películas para no dormir: La culpa),Maisey Madgett,4,27,61.31
Scooby-Doo! and the Witch's Ghost,Patti Feedham,17,33,147.93
D.A.R.Y.L.,Putnam Carney,16,26,46.71
Endeavour,Aurea Juanico,6,71,105.06
"Waiting Room, The",Fulton Joriot,8,51,245.9
The Five Man Army,Cam Keeltagh,20,46,151.42
I Saw Mommy Kissing Santa Claus,Brockie Clevely,19,37,203.06
Reel Rock 7 ,Derek Rawsen,10,48,184.91
Taxi,Amelie Banishevitz,7,78,231.07
Crocodile Dundee II,Kip Houtby,5,57,91.16
Home,Erika Baynham,2,49,43.0
Class of 1984,Edvard Spinelli,19,65,53.98
Tristram Shandy: A Cock and Bull Story,Blaire Pirrie,19,20,63.53
Until Death,Odo Linnitt,7,68,204.67
Queen of the Damned,Gillie Brenneke,18,32,216.9
"Far Country, The",Nicol Hawkswell,20,54,145.42
Love Me If You Dare (Jeux d'enfants),Nico Lawless,19,61,211.17
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Sholom Quarles,7,41,67.76
"Secret of Santa Vittoria, The",Orella Ghidelli,17,77,143.96
Brigham City,Sly Kiellor,6,38,59.46
Animals United,Andromache Wymer,6,49,37.0
Full of It,Burt Eynald,5,66,69.77
She-Wolf of London,Juditha Magrane,17,61,177.68
"Brothers Rico, The",Dew Kiddell,15,80,117.66
Dead Men Tell,Ulrick Tupp,18,51,63.53
3rd World Hero (Bayaning Third World),Myrwyn Crocetti,11,42,151.94
Gentlemen,Vyky Bulbrook,7,54,59.67
Rosvo Roope,Efren D'Oyley,6,43,239.11
4.3.2.1,Uriah Shillingford,14,71,232.51
Carmen,Giorgio Caplen,12,25,200.05
"Wave, The (Welle, Die)",Alane Ryan,10,45,38.62
Suddenly (Tan de Repente),Lou Boerderman,3,39,199.1
Piranha,Hilliary Olford,18,26,86.95
Godspeed,Giralda McGaffey,11,53,98.59
In Your Hands (Forbrydelser),Denny McGee,14,39,69.7
Marilyn: The Untold Story,Ody Yegoshin,11,76,249.98
"Dark Knight, The",Hirsch Feather,2,47,71.13
Bandidas,Isador Chazier,19,71,93.45
Anguish (Angustia),Godard Walburn,4,30,93.19
"Circle, The",Harlene Leach,14,23,193.63
Stockholm Stories,Anatollo McHenry,20,41,121.5
Hardboiled Egg (Ovosodo),Harwell Biddlecombe,17,39,55.94
Burn Notice: The Fall of Sam Axe,Wakefield Ainsbury,3,69,31.02
Ernest Goes to School,Lelia Kummerlowe,15,38,138.86
Flirting,Cristionna Fayer,1,63,186.03
Dillinger,Giralda Alcoran,16,41,90.18
Mindwalk,Johanna Timpany,4,73,114.25
Your Highness,Rick Bineham,12,53,82.57
London After Midnight,Benny Monteath,8,47,231.88
"End of the Affair, The",Vicky Gynne,20,50,119.42
Time Bandits,Sibelle Janous,6,70,91.23
Fausto 5.0,Cassandre Cawthry,2,52,225.03
Paradise: Faith (Paradies: Glaube),Bianca O'Scanlon,5,36,75.06
Sabotage,Bronson Checklin,18,79,210.98
Scooby-Doo 2: Monsters Unleashed,Valentina Cobbing,4,58,188.56
Happy,Ansel Disbury,3,41,106.64
Ghosts of the Abyss,Mar Gibberd,11,70,243.28
"If It's Tuesday, This Must Be Belgium",Desi Longstreeth,1,66,185.76
Microphone,Koral Teasey,10,33,174.02
Toy Story 3,Miller Rosiello,16,54,204.32
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Baron Cockman,2,37,128.41
"Bunch Of Amateurs, A",Christophorus Luckett,1,78,116.78
"Witches, The (aka Devil's Own, The)",Hunter Hauger,12,38,232.02
"Green Slime, The",Kai Meir,19,34,69.84
Family Tree,Maggie Manhood,1,21,134.68
Jealousy,Catina Duffil,19,79,202.31
Üvegtigris,Andra Piotrkowski,12,68,248.73
Orders to Kill,Amandy Whodcoat,13,35,161.67
Missionary,Dory Mairs,6,68,124.6
"Ipcress File, The",Wenonah Gerler,13,33,191.21
"Riddle of the Sands, The",Dominique Bonn,20,62,150.1
Lone Survivor,Cinnamon Kells,20,62,161.68
I Wish (Kiseki),Kaleena Meece,3,63,196.29
"Watcher in the Woods, The",Gates Hart,12,50,145.99
Dr. Gillespie's New Assistant,Kasey Ruddle,16,56,120.16
Grateful Dead,Lanna Bertomeu,11,61,202.06
"Lonely Passion of Judith Hearne, The",Broddy Truett,2,34,234.42
My Gun is Quick,Arvie Binns,4,65,224.2
War and Peace (Voyna i mir),Kelly Eke,10,65,201.25
India's Daughter,Vance Tichelaar,5,75,31.88
Love Serenade,Nil Hallut,1,76,184.23
Thousands Cheer,Addia Tattersfield,15,70,226.27
Phenomena (a.k.a. Creepers),Althea O'Scollain,2,49,169.22
"Snow on the Pines, The",Lynelle Whistan,18,78,110.92
Brooklyn,Romola Westphalen,3,45,80.8
"Tree of Wooden Clogs, The (L'albero degli zoccoli)",Lazarus Campagne,17,56,131.52
L.A. Without a Map,Reeta Bawden,5,40,112.36
Human Resources (Ressources humaines),Keelby Bradborne,11,55,153.2
Nueba Yol,Alie Doxsey,16,49,150.57
"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi)",Weylin Findley,8,42,68.1
Night of the Demons,Dorothy Nannini,1,44,249.61
Zoom,Vivia Pargiter,8,59,192.76
Silent Wedding (Nunta Muta),Jyoti Keitley,18,76,217.02
Snow Queen,Dominique Lynch,7,57,63.44
Rosie,Amy Childs,11,60,50.25
Dinosaur,Marlane Pashenkov,20,32,209.24
Too Late Blues,Hector Cargen,18,64,87.9
Young Thugs: Nostalgia (Kishiwada shônen gurentai: Bôkyô),Bone Jozwicki,3,74,77.1
Captain America II: Death Too Soon,Lazaro Carruthers,9,51,228.75
Pornstar: The Legend of Ron Jeremy,Kandace Jent,10,33,105.28
Madonna's Pig,Idell Gyenes,8,76,170.69
Brute (Bandyta),Donny Botte,18,54,126.52
Kaspar Hauser,Elene Dimmack,4,51,229.54
Warrior of the Lost World,Corinne MacWilliam,13,77,46.83
Black Death,Gilligan Aujouanet,15,29,92.54
Ghoulies III: Ghoulies Go to College,Morgan Dowty,1,35,40.78
"Grapes of Death, The (Raisins de la mort, Les)",Jermaine Boddie,12,25,102.81
Black Beauty,Francklyn Parry,14,65,50.78
Esa ja Vesa - auringonlaskun ratsastajat,Elsa Wardle,17,49,175.4
Murder on Monday,Nerte Arnholdt,16,71,171.95
"Eyes of Tammy Faye, The",Jolie Deabill,9,46,84.04
Listen to Your Heart,Yvette Maypowder,19,58,45.29
Orderers (Les ordres),Mord Miles,3,49,124.84
Hellbound?,Krystyna MacVicar,15,65,217.59
Jackie Brown,Enid MacCafferky,7,44,204.09
"Steamroller and the Violin, The (Katok i skripka)",Moises Hosby,5,29,198.63
Lucky You,Aigneis Espinho,11,65,107.56
"Quiet, The",Laurice Van Brug,15,79,187.64
They Call Us Misfits (Dom kallar oss mods),Ivar Coppins,10,26,70.61
"Spirit of St. Louis, The",Delinda Messom,2,62,63.89
"Witchfinder General (Conquerer Worm, The)",Jacintha Trethowan,17,44,33.29
The Rebel,Peyton Strewthers,1,66,222.36
Hands of the Ripper,Beryl Gomby,8,55,86.21
Straight from the Heart,Shelli Poe,7,32,168.68
Delusions of Grandeur (La folie des grandeurs),Wendall Ellams,7,56,68.01
Contracted,Far Chatres,15,40,234.41
Emotion,Rockie Thorp,15,58,116.21
Axed,Bryana Found,5,25,58.72
Princess Aurora (Orora gongju),Lauretta Breitler,2,20,237.49
Stay Tuned,Gwendolen Radoux,17,76,144.17
Sicko,Myrna Norridge,5,28,134.68
Red Garters,Fletcher Attewill,5,32,74.86
Three Wise Men (Kolme viisasta miestä),Yolanda Hugli,7,72,139.29
Where the Red Fern Grows,Hedvige Chamberlin,4,47,171.03
"Boys, Les",Fletcher Bellelli,15,22,228.49
Garage Olimpo,Roldan Southouse,9,48,137.41
"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold)",Ram Wenzel,15,29,246.68
Wild Things,Gerrard Jendrach,3,63,174.64
Far,Bryce Sayes,19,28,166.74
El Hada Buena - Una Fábula Peronista,Arleyne Beacham,10,63,176.94
Ride,Leslie Antyukhin,13,72,246.79
Final Fantasy VII: Advent Children,Hannie Foystone,16,76,204.77
Aurora,Rayna Alexander,8,38,218.73
Russell Brand: Messiah Complex,Margret Filby,12,39,113.12
"Sign of Four, The",Gayel Hatcliffe,13,72,129.05
"Holcroft Covenant, The",Kakalina Hansford,3,24,196.12
Scooby-Doo! The Mystery Begins,Winthrop Windows,9,31,229.99
American Flyers,Kayne Chirm,20,53,167.65
I Am Waiting (Ore wa matteru ze),Baxy Sharphurst,15,38,141.23
Vampire Apocalypse,Zachariah Andrieu,16,44,204.27
Boy Eats Girl,Granger Gulley,15,80,190.89
Philanthropy (Filantropica),Paolina Sanbrook,13,44,183.86
Temple Grandin,Colleen Volkers,8,23,194.37
Happy Birthday to a Beautiful Woman,Filberte Birtwistle,7,31,190.78
Diamonds,Libby Dunham,3,31,231.31
Charlie Wilson's War,Lannie Cregg,10,49,45.58
"Truth About Love, The",Burl Hughson,7,56,85.75
'Salem's Lot,Myrvyn Bellchamber,20,47,54.03
In Country,Eduino Chessell,14,57,213.43
Demons (Dèmoni),Esma Ludee,20,49,46.3
"Life and Times of Judge Roy Bean, The",Cornelius Nimmo,19,59,48.06
On His Own (a.k.a. My Apprenticeship) (V lyudyakh),Fancie Saddleton,7,29,139.41
Shooting Gallery,Immanuel Zipsell,16,56,49.23
Lady for a Day,Jorie Duham,8,56,56.22
Plaza Suite,Sybyl Sabben,10,55,237.24
Eddie and the Cruisers II: Eddie Lives!,Mirna Gerin,20,22,151.64
Christine,Vic Teall,14,41,247.76
Infernal Affairs III (Mou gaan dou III: Jung gik mou gaan),Mayer Krzyzanowski,3,69,38.29
Laurel Canyon,Daveen Menary,11,20,190.4
Djomeh,Alfonso Bernot,8,61,35.25
Naked Weapon (Chek law dak gung),Alexandro Pitrelli,17,24,116.53
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Rahal MacEnelly,8,22,127.44
Once Upon a Time in Shanghai,Demetris Wayon,15,35,54.83
Clean and Sober,Dennet Gaither,19,41,192.72
Father of the Bride Part II,Raeann McAlinden,8,39,170.82
I Am Dina,Hatty Dreossi,1,77,115.57
"Rumor of Angels, A",Amery Jacox,6,55,176.97
"Celluloid Closet, The",Casey Hubberstey,6,40,90.61
Ace of Hearts,Ailina Dach,5,59,48.33
Closed Circuit,Serena Barends,20,41,77.62
Back to School,Shamus Spinks,17,63,244.61
"Pacifier, The",Bobbie Molyneaux,10,41,209.87
"Muppet Christmas: Letters to Santa, A",Rosanna Sedman,7,62,155.32
Memphis Belle,Antons D'Hooghe,15,31,159.68
Sacco and Vanzetti (Sacco e Vanzetti),Dara Kingstne,19,36,206.4
Spellbound,Inigo Palfery,14,35,81.5
Run All Night,Karia Hammerberg,1,54,230.31
Asfour Stah,Dulciana Frowde,7,46,246.87
Milk Money,Melloney Cornwall,15,68,125.57
Lovers and Lollipops,Ginger Martlew,8,75,233.15
Ghoulies IV,Irina Fish,1,24,93.51
Clonehunter,Daron Cleave,11,39,210.68
Welcome Farewell-Gutmann (Bienvenido a Farewell-Gutmann),Minerva Quadrio,4,33,201.76
"Hamburg Syndrome, The (Die Hamburger Krankheit)",Renado Olenikov,19,56,112.07
Stepmom,Sherlocke Chittey,4,28,247.81
"Naughty Room, The",Noni Vaugham,13,20,108.14
Camera Buff (Amator),Sacha Reiglar,14,64,139.92
Wallace & Gromit: The Wrong Trousers,Pepillo Nyssens,8,51,109.34
Warriors of Virtue,Abba Scanlan,18,75,223.66
Guess Who,Rana Phlipon,3,46,149.26
Blackout,Adrienne Skuce,1,62,196.73
Gettysburg,Mae Manueli,4,72,228.04
Godzilla Raids Again (Gojira no gyakushû),Alberik Lauxmann,9,57,127.75
"Gods Must Be Crazy II, The",Ulrike Brixey,15,20,59.74
"Heat, The",Bridgette Drewell,13,80,76.25
A Follower for Emily,Burr Buxsey,18,32,240.13
Young Tom Edison,Talbert Pabelik,3,30,158.25
"Dust of Time, The",Howey McKag,3,46,248.74
We're No Angels,Seline Filchakov,2,31,34.51
"Truly, Madly, Deeply",Hal Peyes,12,47,81.21
California,Callie Iozefovich,16,29,119.34
Needing You... (Goo naam gwa neui),Evelyn Hussell,13,63,227.04
"Deux mondes, Les",Fanya Height,9,27,106.29
In the Name of the King 2: Two Worlds,Shermie Glover,7,68,34.69
Across the Universe,Lazar Guillain,6,37,31.28
Jimi: All Is by My Side,Natalina Kuhnert,9,37,37.63
Flicka,Jared Copp,16,25,180.18
Position Among The Stars (Stand van de Sterren),Butch Eddolls,9,65,65.24
"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel)",Pate Khomishin,6,47,157.76
"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Orsola Gaddas,3,38,53.55
Commandments,Wang McMeanma,3,47,53.18
"Outsiders, The",Yovonnda Culross,14,23,56.98
Kissed,Allison O' Flaherty,5,58,48.26
"Experiment, The",Brandie Brahmer,1,78,70.86
Blade,Wenda Cockayne,13,29,122.57
Living with Wolves,Candra Lingfoot,9,24,146.15
Three Quarter Moon,Maure Vardey,7,69,34.05
"Girl with the Red Scarf, The (Selvi boylum, al yazmalim)",Claresta Lappin,18,68,84.11
Zebrahead,Starr Marcroft,6,45,43.1
Red Riding: 1980,Pavel Pellamont,11,71,134.02
Mumia Abu-Jamal: A Case for Reasonable Doubt?,Misha Blei,18,33,241.43
Celestial Wives of the Meadow Mari (Nebesnye zheny lugovykh mari),Cynthie Blencowe,8,22,98.07
Barabbas,Klara Gloy,3,66,118.17
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),Rosaleen Ickovitz,11,33,63.98
Protocol,Paton Goulthorp,6,79,199.07
WWII IN HD,Viviene Wurz,14,52,118.6
Breaking Upwards,Cheryl Slyme,4,45,63.25
15,Edeline Gerrill,7,68,51.38
Captain Horatio Hornblower R.N.,Rebbecca Lowcock,4,79,196.16
Under the Stars (Bajo las estrellas),Audie Lyttle,11,23,128.95
Benji: Off the Leash!,Blancha Vittery,11,29,94.27
Genealogies of a Crime (Généalogies d'un crime),Enriqueta Petraitis,15,50,242.76
Sorority Wars,Karlens Palin,13,64,64.38
Redacted,Rosy Spirritt,12,77,120.16
"Lift, De",Melvyn Atlee,16,54,224.72
"President's Man: A Line in the Sand, The",Cyrillus Karolczyk,11,40,90.38
Dreamchild,Fabiano Todeo,11,35,230.55
Only Yesterday (Omohide poro poro),Carolan Breach,19,20,158.91
Yolki 2,Vinnie Anthoin,6,48,183.46
"Miracle of Marcelino, The (Marcelino pan y vino)",Malinde Bernollet,10,46,184.18
Lassie Come Home,Raimund Fitton,9,21,62.91
Tune in Tomorrow...,Milo Jarmyn,20,25,42.66
"Enemy of the People, An (Ganashatru)",Ginger Edgeler,11,65,235.13
Wasabi,Aliza Grunguer,4,33,235.79
Secondhand Lions,Querida Truggian,2,80,122.32
Talcum Powder,Romonda Curlis,9,54,118.03
Illustrious Corpses (Cadaveri eccellenti),Carilyn Kitteridge,17,43,206.04
"Three Lives of Thomasina, The",Maggy Ruste,15,57,164.48
"Medallion, The",Sutherlan Nelthorpe,5,34,38.5
Dear Diary (Caro Diario),Aubrie Cowlin,8,55,88.92
"X-Files: Fight the Future, The",Adriaens Blezard,7,49,243.45
Loving Annabelle,Sharity Mabbitt,2,56,236.2
Four Heads Are Better Than One (Un homme de tête),Fanny Rowland,10,29,192.46
Rouge (Yin ji kau),Janice Keese,2,60,57.61
"Danse: The Paris Opera Ballet, La (La Danse - Le ballet de l'Opéra de Paris)",Stu Wimlet,19,36,76.92
"Waterboy, The",Lauree Measham,19,55,65.25
"Mill and the Cross, The",Ursa Stetlye,3,36,48.69
Force of Evil,Tobias Henryson,16,32,66.9
Three Way,Joelly Hillburn,18,64,150.8
Only Old Men Are Going to Battle (V boy idut odni stariki),Livy Espinho,13,43,100.28
Mr. Skeffington,Eugenio Defries,2,21,206.42
Palestine Is Still the Issue,Ricki Redsell,16,41,52.89
My Summer of Love,Devonne Jervis,7,48,174.09
Doomsday Book,Elsie Marcome,19,77,67.01
Africa Screams,Peyton Tincey,1,33,177.09
Little Nikita,Robb Starsmeare,7,73,227.88
Must Love Dogs,Granthem Drewes,8,56,212.81
One Hundred Mornings,Rickey Norgan,4,58,236.42
"Parisienne, La (Une parisienne)",Jasun Broadley,5,58,71.7
Inescapable,Ashlin Doohey,4,43,116.42
10 Items or Less,Trescha Persich,18,47,136.29
When the Game Stands Tall,Enoch Balden,2,68,156.48
Suspended Animation,Alvie Albury,18,77,40.75
Dinner at Eight,Agneta Kynforth,20,31,121.69
"Babe, The",Dev Kluger,12,74,117.36
Boy Eats Girl,Aldridge Easby,9,71,149.63
Stay Cool,Arnuad Offer,14,20,59.31
Nuts,Rubia Metham,18,56,51.86
Magnificent Bodyguards (Fei du juan yun shan),Petra Canavan,12,27,196.48
"Blueprint for Murder, A",Rickard Medley,20,69,56.21
So Proudly We Hail!,Helen Kohneke,17,29,45.32
Inland Empire,Fons Browne,17,68,211.44
As We Were Dreaming,Jaye Melland,17,46,75.91
Exodus,Rivkah Vasyukhin,2,62,80.6
Jekyll & Hyde,Christiano Caesman,6,39,204.08
"Pointe-Courte, La",Louise Yosselevitch,19,61,51.07
Just Like Brothers (Comme des frères),Kelila Fawks,9,64,222.11
Robin Hood,Trudy Winn,7,36,165.63
Trippin',Ferne Rebichon,15,54,208.19
Snakes on a Plane,Kippar Packer,12,55,54.01
"Cable Guy, The",Loree Raftery,13,41,221.28
"Piano Teacher, The (La pianiste)",Barbabas Dade,17,79,176.63
